seqnames	start	end	width	strand	logFC	logCPM	F	PValue	FDR	gene_id
135132	22	4591801	4591950	150	*	3.66696076635933	4.16526791119284	69.5284227675272	1.80034754908732e-14	8.08086871362965e-12	ENSACLG00000016996
214595	8	1329901	1330050	150	*	4.3174727635384	1.17357391397568	51.7865347150085	1.54953893073432e-11	2.04328762208035e-09	ENSACLG00000018243
134328	22	17551	17700	150	*	5.95879706404	0.522236017827583	49.092872645508	4.51751001841432e-11	4.98214971773195e-09	ENSACLG00000009917
226239	9	17870101	17870250	150	*	5.80112781906415	1.03772685769541	46.6560595250984	1.20954626163763e-10	1.14141923946125e-08	ENSACLG00000027005
214588	8	1328851	1329000	150	*	5.03249464919699	0.734474077370849	45.6046823550474	1.8444728468699e-10	1.63797408504322e-08	ENSACLG00000018243
214590	8	1329151	1329300	150	*	3.90585420465429	1.11357263526326	45.4558407959518	1.98857661963197e-10	1.74251476209586e-08	ENSACLG00000018243
80294	16	16494451	16494600	150	*	5.76935940700564	0.449551940184626	43.9077495919543	3.72448453863518e-10	2.93321721061717e-08	ENSACLG00000004561
223489	9	9160201	9160350	150	*	5.01675300545431	0.711508371722838	43.7844104573997	3.89504620442277e-10	3.04076693860844e-08	ENSACLG00000013033
80289	16	16493551	16493700	150	*	8.62398270848567	-0.166428173905176	43.3534921783671	4.77715370673429e-10	3.59348290446236e-08	ENSACLG00000004561
223490	9	9160351	9160500	150	*	3.15235459301051	1.70451168348478	42.7711581639716	6.01505735845626e-10	4.35734449660305e-08	ENSACLG00000013033
214587	8	1328701	1328850	150	*	4.7555040574062	0.496019434149871	39.1584084981378	2.68406605374454e-09	1.53956163982998e-07	ENSACLG00000018243
154940	3	702601	702750	150	*	3.79267408892004	1.01291850590616	38.1393417092264	4.17844104789015e-09	2.22501745161988e-07	ENSACLG00000006191
226234	9	17869351	17869500	150	*	3.08186889753579	1.96641461584309	36.2002573431126	9.55222516213965e-09	4.41438077574945e-07	ENSACLG00000026976
80287	16	16493251	16493400	150	*	8.27963948360681	-0.381059163289971	35.9379824256471	1.07765822333217e-08	4.887371386875e-07	ENSACLG00000004561
214589	8	1329001	1329150	150	*	3.62730024037974	0.906227001936556	35.7285953731554	1.16649179685225e-08	5.22160942635111e-07	ENSACLG00000018243
80284	16	16492801	16492950	150	*	8.27654811587904	-0.405233528742241	34.747576492724	1.7972468926966e-08	7.47477504897375e-07	ENSACLG00000004561
214592	8	1329451	1329600	150	*	4.13746469109073	0.41602668033681	33.8735845555615	2.581731587727e-08	1.0102897257245e-06	ENSACLG00000018243
80288	16	16493401	16493550	150	*	4.13012462137003	0.278216859676833	33.0407488573073	3.7074945836749e-08	1.35539622485074e-06	ENSACLG00000004561
134321	22	14401	14550	150	*	3.53966718063686	0.849256822057559	32.8630839174685	4.02850488316804e-08	1.45163075882051e-06	ENSACLG00000009917
80293	16	16494301	16494450	150	*	3.53236035596332	0.524264261030283	32.7971725967825	4.14538735804022e-08	1.48403198220514e-06	ENSACLG00000004561
214581	8	1327801	1327950	150	*	4.01836004114422	0.114370717645826	31.4580978770308	7.41097148044269e-08	2.39796380945713e-06	ENSACLG00000018243
214582	8	1327951	1328100	150	*	3.26159133554256	0.761132921797729	30.7141184094853	1.03383519961771e-07	3.15026729598246e-06	ENSACLG00000018243
80286	16	16493101	16493250	150	*	5.060161922239	-0.334542781343047	30.6448824528636	1.06113761817067e-07	3.22072544040305e-06	ENSACLG00000004561
80285	16	16492951	16493100	150	*	4.39656816371296	-0.0977473861018972	30.6100506354185	1.07461350713738e-07	3.25393645641686e-06	ENSACLG00000004561
134323	22	14701	14850	150	*	3.50340850461181	0.641816007491359	30.2073152917489	1.29126783973193e-07	3.79416411969942e-06	ENSACLG00000009917
194731	6	33575851	33576000	150	*	3.56268250885299	0.624725918082391	29.7156646370867	1.60557102464786e-07	4.51949082946359e-06	ENSACLG00000008103
214580	8	1327651	1327800	150	*	4.33824271751042	-0.0552026504175347	29.521699023737	1.74036047971076e-07	4.81909736187088e-06	ENSACLG00000018243
134318	22	13951	14100	150	*	3.2084674734746	0.798498413438998	29.5043015657599	1.76587819834559e-07	4.87806970092219e-06	ENSACLG00000009917
214586	8	1328551	1328700	150	*	3.33362052041781	0.651861145089176	29.0697652881659	2.14079772159727e-07	5.7005243604306e-06	ENSACLG00000018243
214591	8	1329301	1329450	150	*	3.84300657434835	0.196306409521006	28.4582126572989	2.80051570242558e-07	7.13110386364057e-06	ENSACLG00000018243
